"","PC1","PC2","PC3","PC4","PC5"
"14699","Pex13","Cdkl3","Gtf2h1","Ptrf","Mroh4"
"14700","Slc2a6","Ap1g1","Trnt1","Asgr2","2010109I03Rik"
"14701","Calcb","Ctgf","Smg6","Wwox","Vdac2"
"14702","Nol4","Fam49a","Hs6st2","Scnn1g","Adam18"
"14703","Rnf181","Ctnna3","Ino80","Edn2","Ramp1"
"14704","Zfp781","Ttc12","Nktr","Ccdc159","Kcnq5"
"14705","Gpr89","Ncoa3","Amer1","Gnpat","Tmem256"
"14706","Gsta4","4833420G17Rik","Gbp6","Mrpl24","Dclk3"
"14707","Gnat2","Ngb","Entpd6","Polr2m","Clip4"
"14708","Paqr7","Scg5","Dnmt3a","Zfp418","Cacul1"
"14709","Trnau1ap","Gm13124","Vwa9","Cpne5","Aicda"
"14710","Mettl7a2","Rlf","Pi4k2b","Lpl","BC037034"
"14711","Nxph1","Tbx4","Tpp1","Rabggtb","Col9a3"
"14712","Abhd14a","Wdr25","Chrnb4","Car5a","Fsd2"
"14713","Msh2","Garem","Zbtb46","Sfxn5","Gm13251"
"14714","Tubg2","Zpbp","Hao1","Gm1110","Rxrg"
"14715","Zfp715","Shc2","Gm12942","Prg3","Nfe2l1"
"14716","1110025L11Rik","Dstn","Kat5","Fubp1","Eif3g"
"14717","Ext1","Slc44a5","Slco5a1","Calcr","Myc"
"14718","Wdr55","Zkscan8","Ttc12","Sms","Adcy2"
"14719","Vps37d","Ubox5","Irf6","Fbxw17","Srsf2"
"14720","Dqx1","Gdf9","Rps6ka3","Prss30","Rab35"
"14721","Aak1","Speer4d","Cldn6","Taf1a","Ctnnbip1"
"14722","Lrrk2","9530003J23Rik","Mcf2","Wdr93","Fam210b"
"14723","Rad51b","Kdm4d","Gucy1a2","Ndufc1","9430015G10Rik"
"14724","Dnal1","Pcsk1n","Art5","Best1","Catsper3"
"14725","Gulo","1700009N14Rik","Rin2","Bcl2l12","Vps35"
"14726","Nostrin","Gm17384","Rnf115","Ube2f","Acat1"
"14727","Hnrnpll","Sprr2d","F2rl2","Capn7","Popdc2"
"14728","Mdga2","Hist1h2bf","Arhgef6","Lamtor5","Rpl39l"
"14729","Cml3","Plg","Mtr","Myo19","Ranbp17"
"14730","Npff","Ambn","Engase","Idh3a","Uba1"
"14731","Dtwd1","Otx2","Mc5r","Nxpe4","Clip1"
"14732","Kcnip2","Zkscan2","Gnptab","Cdk12","Cntnap4"
"14733","4930529M08Rik","Gm9376","Akap12","Fis1","Spats1"
"14734","Pdc","Slc7a9","Adal","Cfd","Trim54"
"14735","Uty","Gab1","Gtf3c2","Krt9","Cercam"
"14736","Fam154a","Armc12","Nsun7","Nif3l1","Neu1"
"14737","Olfr450","Nr1i3","Prpf31","Dyrk1b","PYURF"
"14738","1700019B03Rik","Gm7168","Tgfbrap1","Hoxd1","Bin1"
"14739","Spatc1","Gm6760","Zkscan3","Ist1","Cml2"
"14740","Gpr25","Tdpoz2","Fam174a","Bex6","Golga5"
"14741","Apoa5","Speer3","Vangl2","H60c","Abcb9"
"14742","Mmp1b","Ctsj","1700023F06Rik","Tnfrsf4","Hsp90aa1"
"14743","Dkk4","Gm5868","Plekhf1","Myo6","Armcx4"
"14744","Alk","Vmn2r3","Rsl1","Il22ra1","Galr2"
"14745","Myl7","Tmem30c","Dpp4","Rab39","Pdzd11"
"14746","1700019N19Rik","Pspn","Alg6","Eif2b3","9030624G23Rik"
"14747","Rlbp1","Gm14632","Stau2","Trmt1","Tubb5"
"14748","Olfr23","Foxj1","Caprin1","Itih4","Gm5622"
"14749","Gm14474","1700011A15Rik","Aff4","Duoxa2","Proser1"
"14750","Olfr111","Npy6r","Nefm","Tsnaxip1","Gyltl1b"
"14751","Nanos2","Magea1","Tsen2","Cox15","Ubxn11"
"14752","Vmn2r34","Atp8b3","Il2rg","Prf1","Selenbp1"
"14753","Aadacl3","Gm10147","Cdhr1","Il2rb","Ror2"
"14754","Sec23ip","Ambp","Ccdc67","Gbp10","Agpat1"
"14755","Cyb5","Letm1","Sars2","Epm2a","Tctn3"
"14756","Spink13","Alyref","Ost4","Mrpl42","Pyy"
"14757","2310007L24Rik","Xpo6","Tceal8","Brcc3","Csnk2b"
"14758","Cd46","Pip5kl1","1700016H13Rik","Cyp7a1","Hoxb1"
"14759","Kbtbd2","Igfl3","Jam3","Slc6a11","Pcx"
"14760","Nipsnap3b","Gm6710","Zdhhc1","Srd5a3","Pcdhb6"
"14761","Gngt1","1700065D16Rik","Rsrc1","Ptp4a1","Nav3"
"14762","Ftsj1","Dyrk4","Gm5460","Tbcb","Ms4a4b"
"14763","Soat2","Prss32","Serpina5","Tub","Tab2"
"14764","Cpne9","Sox1","Pycrl","Cd247","Lypd3"
"14765","Rpusd3","Lce3e","Slc7a3","Abi3","Ltb4r1"
"14766","Phf20l1","Vmn2r84","Rragb","Unc93b1","Gtf2a1"
"14767","Pdap1","Ugt1a9","Tpcn2","Vdac1","Tcf3"
"14768","Rsbn1l","Josd1","Gm12253","Tmem45a","Cacna1s"
"14769","Bhlhe22","Ccar1","Podxl2","Zfp1","Aldh4a1"
"14770","Cdh7","Krtap4-2","Clstn3","Cecr5","N6amt2"
"14771","Svop","Wdr75","Plac9a","Spaca3","Cd36"
"14772","Sall3","Uroc1","Kdr","Klrd1","Slc5a8"
"14773","9230104L09Rik","Armcx2","Lcat","Gm5414","Noxred1"
"14774","Calcoco2","Tssc4","Rybp","F10","Il17rd"
"14775","Slc30a3","Dsc1","Bmpr1a","Kcnc4","Bin3"
"14776","Trim31","Nmu","Ccl12","Rnpepl1","Stard10"
"14777","Zfp804a","Eif2b3","Scarf1","Pkp2","Sdad1"
"14778","Asmt","Idh3g","Gemin6","C2cd2l","Fam25c"
"14779","Otor","Fancg","Zfp960","Wfikkn2","Npy"
"14780","Hils1","Heatr2","Klf14","F9","Bcat2"
"14781","Tdpoz4","Sh3d19","Dtx1","Cbfa2t3","Sfxn4"
"14782","Ubl4b","Cited2","Ldb1","Erg","Muc4"
"14783","Akap4","Nell1","Ddx59","Plekhg6","Bcan"
"14784","Grm2","Hoxa6","Il7r","Slfn8","Pla2g12a"
"14785","Rabl5","Pex7","Zfp12","Apba2","Polr2m"
"14786","Sp5","Crebzf","B930041F14Rik","2310042D19Rik","Brpf3"
"14787","L3mbtl2","Tgif2","Zfp106","Patl1","Rnf128"
"14788","Gpr1","Kcnd3","4930503L19Rik","Rwdd2a","Eef1a1"
"14789","Zfp738","Cd44","Rnf20","Zfp182","Trpm1"
"14790","Zfp873","Slc25a20","Tfam","Ndufv3","Pitpnc1"
"14791","Cngb3","Hps4","Rsbn1","Atn1","Gdpd3"
"14792","Sft2d3","Nccrp1","Tmem214","Slc9a9","Atg4b"
"14793","U2surp","Zscan20","Krtap19-4","Ndufa10","Jam2"
"14794","Pou3f1","Pde4a","Egr1","Wbscr16","Cds1"
"14795","Ankrd55","Fez1","Pgm2l1","Sidt1","Ppp3ca"
"14796","Plac9a","Apip","Cdk6","Pstpip1","Sim1"
"14797","Ubtfl1","Bend5","Cirh1a","C130026I21Rik","Znhit3"
"14798","Lsamp","Bmyc","Phf14","Kcnv2","Sntb2"
"14799","Itga2","Hormad2","Exosc1","Msrb3","Tm9sf1"
"14800","Grik4","Cyp2d22","P4ha2","Slain1","Il27ra"
"14801","Zdhhc18","Nr2c1","Zfp516","Mrpl12","Aptx"
"14802","Shc3","Hhip","1700052N19Rik","Ceacam20","Adcy3"
"14803","Hrh2","Glul","Slc9a4","Ankk1","Cand2"
"14804","Psmg2","Nkx3-1","Tcp10b","Pcbd2","Itpr1"
"14805","Filip1l","Gm5415","Gab3","Asb4","Kif4"
"14806","Noxo1","Krtap6-5","Tcrg-C3","Glce","Gba"
"14807","Paf1","Lzic","1110034G24Rik","Dusp23","Ghr"
"14808","Coq10b","5430435G22Rik","Abhd14b","Hrk","Sp8"
"14809","Nav3","1700061G19Rik","Edaradd","Klf14","Zcchc6"
"14810","Clec4a4","Nup37","Tmem179","Rilpl1","Map3k2"
"14811","Ttbk2","Tmem207","Fam222a","Spag8","Ccdc113"
"14812","Wdr5","Ttc39c","Dhx57","Rhbdf2","Gpr162"
"14813","Mapk1","Cpm","Wwp2","Zfp414","Tacc1"
"14814","Cd200r3","Eif4h","Rnaseh1","Rhobtb3","Rnaset2b"
"14815","Zfp300","Hmgcs2","Gyg","Foxq1","Akr1b7"
"14816","Cyp26b1","Vwa5b1","Eif1ax","Mmp28","Cers4"
"14817","Cdrt4","A1bg","Sde2","Ect2l","Kidins220"
"14818","Cdr2l","Fbxl14","Hspb3","Fam57b","Net1"
"14819","Pou4f3","Mup3","Bcl10","Abcb5","Tomm6"
"14820","E430025E21Rik","AB099516","Cep350","Fetub","Khdc1c"
"14821","Kcnh3","Srp54a","ENSMUSG00000064351","Fbxl13","Rmnd5b"
"14822","Dnaaf1","Wnt5a","Fgfr2","Tcerg1l","Rhbdf2"
"14823","Ccdc32","Hook3","Lif","Usp51","Ssr3"
"14824","Nsun7","Mut","Mrpl1","Gng3","Abca9"
"14825","Atp8b5","Kcne3","Rbl2","Cd151","Kctd1"
"14826","Grin3b","4930502E18Rik","E130012A19Rik","Pard6g","Klc3"
"14827","Smim6","Srp68","Npepl1","Pkn1","Nkd1"
"14828","Chrdl2","Ccl21b","Pygo1","Ace2","Gspt1"
"14829","Fgf18","Gm10591","1700102P08Rik","Dgkg","Ilk"
"14830","Ern1","Bpnt1","Nrk","Cwc15","Eda2r"
"14831","Elac2","Pik3c2a","Pls3","6430550D23Rik","Nup35"
"14832","Cd200r4","Calcrl","Snrpn","Nr2f1","Dbp"
"14833","Traf2","Stk38l","Tacc2","Btbd6","Eci2"
"14834","Cdkn2aipnl","Cbs","Gipc3","Hpd","Slc12a8"
"14835","Prrc2b","Ppp1r7","Pank4","Rasgef1a","Nudt14"
"14836","H13","St7","Ripk2","Serpina1b","App"
"14837","Uap1","Hip1","Epha5","Mrpl50","Cd5"
"14838","Ick","Slc22a22","Chrac1","Arid5b","1810026J23Rik"
"14839","Fcgr2b","Bag2","Chfr","Cstf2t","Krt24"
"14840","Zfp516","Ptger1","Epb4.1l4b","Slc25a29","Ctnnd2"
"14841","Tram2","Prdx6b","Cmklr1","Pfkl","Suv420h1"
"14842","Zbtb25","Gosr1","Slc39a7","Darc","Desi2"
"14843","Zkscan4","Ulbp1","Amer2","Hist1h4k","Parp16"
"14844","Zfp654","Gja3","Mgea5","Rcn1","Il27"
"14845","Hecw1","Izumo1","Cdh4","Cpox","Gm129"
"14846","Zdhhc16","Gdpd3","Pacsin2","Atp1a4","Patz1"
"14847","Zglp1","Pnck","Fam228a","Rpp30","Nf1"
"14848","Kcnq2","Il17rb","Tspan1","Cdh8","Aven"
"14849","Gmppa","Tefm","Synj1","Commd7","Acp6"
"14850","Gas7","Ift46","Gpbp1","Eif3l","Fam133b"
"14851","Lbp","Sec63","Aipl1","Ints7","Lyz2"
"14852","Prkg2","Olig1","Popdc3","AI836003","Plcd3"
"14853","Fam195b","Piga","Milr1","Mup13","Zfp444"
"14854","Klhl3","Ddx21","Vat1","Sypl2","Dbnl"
"14855","Mycbp","Ms4a3","Lrrc20","Begain","Kti12"
"14856","1700026D08Rik","Cacybp","Onecut2","Col19a1","Clec5a"
"14857","Lmnb1","Lrp2","Crx","Apc2","Fam102a"
"14858","Tars2","Pik3r4","Cstf3","Zfp964","Slc35a3"
"14859","BC100451","Cryaa","Eif1b","BC053749","Ten1"
"14860","Gadl1","Catsper4","Ten1","Cul4b","Slc11a1"
"14861","Uprt","Filip1","Fbxw2","Hist1h2bl","Polg"
"14862","Cldn19","D130043K22Rik","Ap3s2","Csn2","Ascl1"
"14863","Ints8","Fibcd1","Rap1a","Gprasp1","Kpna1"
"14864","Rgs7bp","Nob1","Bola1","Alkbh1","Golph3l"
"14865","Mcrs1","Nat10","Kif20a","Adcy5","Gpt2"
"14866","Tmem132e","Polr2j","F11r","Syt16","Spef2"
"14867","Rundc1","Tll2","Zfp518b","Mcat","Vps33a"
"14868","E330034G19Rik","Krtap4-6","Erh","Psd2","Abcg5"
"14869","Zik1","Spag17","Utp14a","Gsto1","Cdk2ap2"
"14870","Ubtd2","Ccdc124","Vps72","A930018P22Rik","Tead2"
"14871","Gm2382","Cd274","Tm4sf19","Glrx2","Macc1"
"14872","Slc19a3","Hdac6","Jmjd4","Prnp","Zmat2"
"14873","Dnaaf3","Lamp5","Ctps","Fbxo31","Kctd12b"
"14874","Prmt3","Als2cl","Ccdc117","Bod1","Slmap"
"14875","Akr1c18","Nagk","Kcnj8","Gtf2h5","Angel1"
"14876","Rasl10b","Celf4","Srsf3","Agr3","Syn3"
"14877","Ik","Grpel1","Zfp651","Zfp330","Ube2d1"
"14878","Asphd2","Xxylt1","Bax","Tmem106c","Smyd1"
"14879","Tlr4","Map3k8","Elmo3","Ramp1","Plcl1"
"14880","Gng10","Zfp54","Mdga1","Cyb5d2","Tob1"
"14881","Tubgcp6","BC068281","Ubr3","Olfr99","Zdhhc4"
"14882","Acvr2a","Oser1","Chrna5","Trub2","Plxna2"
"14883","Nbeal1","Naa16","Pcdh8","Napepld","Tmem54"
"14884","Zfp131","Dcakd","Tapt1","Gata1","Dazap2"
"14885","Tmem179b","Psmc2","Zc3h8","Pou2f3","Ppfia3"
"14886","Smok3a","4931440F15Rik","Rhbdd3","E130012A19Rik","Mbtps1"
"14887","Nsmce2","Rnh1","Cth","Txnrd2","Racgap1"
"14888","Mcoln2","Cep95","Atp7a","Smyd1","4930526D03Rik"
"14889","Prss41","Thrap3","Nmt2","Celsr3","Cyp2d22"
"14890","Ifi27l2b","CK137956","Gsn","Hnrnpl","Nrep"
"14891","Tas2r135","Siah2","Shcbp1","Cdh17","Fitm1"
"14892","6820408C15Rik","Stra6","Fam209","Wfdc2","Pgap3"
"14893","Insl5","Slc8a2","Arhgef1","Rragd","Trim32"
"14894","Gzmk","Grin3a","Mtfr1l","Adra1a","Dnajc14"
"14895","Caps2","Endou","Pde4d","Rab28","Gpr174"
"14896","Tbpl2","Bdh2","Ddr1","Prkrip1","Ntf5"
"14897","Gm17019","Csdc2","Dtna","Cep55","Arap1"
"14898","Vmn2r51","Tpd52l2","Gpr116","Ccng1","A1bg"
"14899","1700013H16Rik","Slc46a2","Slfn2","Atr","Coa5"
"14900","Rnf183","Ell2","Akr1b3","Zfp763","Lrp5"
"14901","Tmem184c","Ptma","Sec61a1","Gprc5c","Unc93b1"
"14902","Tcirg1","Pgbd5","3110007F17Rik","Accs","Hadha"
"14903","A2m","Serpinb12","Fbxw7","Sephs1","Zbtb14"
"14904","Fsbp","Ahi1","Irf2","Slc46a3","Htr2b"
"14905","2300009A05Rik","Ttpal","Gm11595","Cacng1","Sema7a"
"14906","Padi1","3632451O06Rik","Snrpg","Runx3","Nrxn2"
"14907","Dip2c","Nmnat1","Ehbp1l1","Tmpo","Meiob"
"14908","Clrn1","Adam6b","Tbc1d24","Rad50","Efcab4a"
"14909","Npl","Spa17","Mob3a","Kif3b","AW554918"
"14910","Hsf3","Slitrk4","Snrnp27","Ear2","Arhgef4"
"14911","Tmem255b","Ccdc106","Sctr","Pisd","Steap4"
"14912","Eed","Galnt6","Dll3","Ccdc135","Agap2"
"14913","Bri3","Sprr4","Zw10","Prdx3","Dopey2"
"14914","Impa2","Ddah1","Exosc8","Rapgef6","Ptk2"
"14915","Myo3b","Chrm4","Ccdc85a","Tmprss11f","Loxhd1"
"14916","Ppil3","Oxr1","Samd14","Ly6g6e","Cd8a"
"14917","Tle4","Smpd5","Arcn1","Rpl23","Gm5111"
"14918","Rpap3","Aco2","Sbno2","Vegfa","Tssk1"
"14919","Lrrc26","Ldhd","Rd3","Abtb2","Tmem176b"
"14920","Pcdh9","Yipf2","Zyx","Eif3j1","Zc3h8"
"14921","Pdgfrl","Fam227b","Rab4b","6030468B19Rik","Arrdc2"
"14922","Kank2","Il1f5","Megf9","Lsm2","Arhgef16"
"14923","Creld2","Casp1","Oser1","Lama1","Vmn1r90"
"14924","Hivep3","Gpr50","Zfp229","AI317395","Rab7"
"14925","Cfhr1","Clybl","Foxn4","Dok7","Sparc"
"14926","Rnf112","Alox12b","ENSMUSG00000064358","Itsn2","Golim4"
"14927","Cda","Fancb","Ubald2","Rprd1a","Tmprss7"
"14928","Cmtm5","Kcnh6","Gpr141","Tpm2","Hexb"
"14929","Arf1","AU018091","Wnt3","Jmjd7","Ush1c"
"14930","Hoxb9","Prrg4","Pglyrp3","Necap1","Prpf38a"
"14931","Ankrd39","Myof","Ino80c","Tjp3","Fgfr1op"
"14932","Pdzk1","Metrnl","A530032D15Rik","Gfer","Prss16"
"14933","Entpd2","Krtap4-8","Eapp","Pdzk1","Hspb8"
"14934","Meaf6","Rad51b","Trpv1","Akr1b10","Rtl1"
"14935","Taf1c","Mrpl19","Rfx2","Lrfn1","2610301B20Rik"
"14936","Dnah10","Snrpb","Pcmtd2","Aimp2","Hcrtr1"
"14937","Pitpnm2","Zfp882","Rfx5","Zbtb1","Zfp36"
"14938","Gsk3b","Top2b","Wdr45","Comtd1","Kcna7"
"14939","Hoga1","Nrg1","Lrrc59","Ell2","St5"
"14940","Ccdc136","Ak8","Six6","Cox6a2","2410012M07Rik"
"14941","Prkrip1","Ppid","Haghl","Gli1","Mgat4c"
"14942","Mbtps2","Fam161b","Prmt6","Ipo13","Aurka"
"14943","Hbp1","Plcxd3","Cyp2j8","Txlnb","1700021K19Rik"
"14944","Apoc4","Baiap2","Lgi3","Serpinh1","Pcdhb15"
"14945","Rln3","Fam60a","3110009E18Rik","Sfxn3","Esam"
"14946","Slc17a6","Ring1","Dctn6","Pla2g6","Celf1"
"14947","5430401F13Rik","Kcne1l","Zbtb42","Zkscan17","Xrcc6bp1"
"14948","Ppp1r14d","Rimkla","Chrm3","Sh3bgr","Ctnna3"
"14949","Igfbpl1","Cabyr","Vmn2r29","Psmb5","Fat4"
"14950","Dspp","Plxna1","Ppil3","Xlr","Muc20"
"14951","Olfr10","Tmc2","Taf2","Mterf","9530077C05Rik"
"14952","1700017N19Rik","Atp11a","Ccni","C1galt1","Pla2g16"
"14953","Htr6","Ctns","Paqr6","Apol11a","Fut7"
"14954","Slc39a5","Mroh8","Steap1","Brca2","Pdlim3"
"14955","Cd70","Clec2l","Fam175b","Nlrp2","Nmbr"
"14956","Olfr743","Tmem200b","Ccdc151","Dio1","Qrich1"
"14957","Acbd7","Cbx4","Saal1","Adtrp","Bambi"
"14958","Nobox","Krtap5-4","Hpse2","Rbp1","Rpp25l"
"14959","Chrm5","D3Ertd254e","Tsnax","Btn2a2","Abcb7"
"14960","Gm15319","Ercc1","Asb16","Ndufa1","Opn5"
"14961","Nt5c1b","Disc1","Clec2l","Gm20783","Pde6b"
"14962","Trpm5","Bend7","Slc25a12","Zc3h10","Ndst1"
"14963","Slc35f4","Nphp4","Rbm44","9630033F20Rik","Abhd5"
"14964","Nupl2","Thoc1","Sox11","Uba52","Nipal4"
"14965","Scrg1","Wdr43","9530053A07Rik","Adrbk1","Slamf6"
"14966","Mterfd2","Ptprr","Efcab14","Tsen15","Dusp8"
"14967","Ppp2r2a","2610034B18Rik","Nim1","9930111J21Rik2","Sowahc"
"14968","Odf3l1","Junb","Lonrf3","Cysltr2","Rims3"
"14969","Scfd2","Pla2g4d","Slc38a10","Smyd5","Tarsl2"
"14970","Syt8","Lpcat2","Taok1","Kl","Fgf3"
"14971","Lrdd","Hist2h3b","C1qtnf5","Zbtb7c","Tax1bp3"
"14972","Mga","Itprip","Setx","Xrn2","Fam171b"
"14973","Syt9","Zbtb2","Haus8","Dhx32","Zfp518b"
"14974","Mog","Gtf2e2","Hr","Slc35e3","Tmem38a"
"14975","Ccdc121","2010109I03Rik","Meox1","Arid2","Sucla2"
"14976","Lrsam1","Sema3d","Cxx1a","Nmrk2","Ldlrad1"
"14977","Hist1h2ac","Cep72","Tmem178","Zfp952","Ulk3"
"14978","Arl16","B020004C17Rik","Fbxo46","Mrpl23","Gpr62"
"14979","St6galnac1","Pou1f1","1700030J22Rik","Trim8","Zbed3"
"14980","Psma7","Slc47a2","Rnf220","Tnn","Il21r"
"14981","Cd55","Fam179a","Arhgap9","Tceal3","Ahsa2"
"14982","L3hypdh","Errfi1","Drd1a","Wdr1","Map2k1"
"14983","Fcho1","Agtr1b","Krtap26-1","Sh3pxd2b","Nasp"
"14984","Slc35b1","1110059G10Rik","Wdr43","Pgbd5","Fanca"
"14985","Arpc4","Lsm3","Exosc5","Stambp","Cpa4"
"14986","Zkscan7","Gm13152","Tssk1","Gm5077","Usp19"
"14987","Xkr4","Phlda2","1700061G19Rik","Zfp770","Cd27"
"14988","Hhat","Snrpe","Uxs1","Ccdc122","Alkbh7"
"14989","Erich2","D19Bwg1357e","Gpr22","Agpat1","2010107G12Rik"
"14990","Mrps12","Grid1","Efcab2","Tcrg-C3","Trim67"
"14991","Trip11","Fos","Lgals9","Il5","Gpr89"
"14992","Oprk1","Arg2","Adcy2","Cpped1","Degs1"
"14993","Zfp422","Slc28a3","Rbbp7","Pphln1","Nova2"
"14994","Rimbp3","Cabp4","Itch","Zbtb3","Suv39h2"
"14995","Edn2","Spata25","Cxcl5","Sik1","Oxct2a"
"14996","Unc5c","Prrt1","Plin4","Bcl6b","Hrc"
"14997","Cpn2","Sf3a3","Msl2","Pik3r3","Igsf3"
"14998","Cldn25","Pgap2","1700088E04Rik","Srsf7","Ublcp1"
"14999","Rpap1","L1cam","Lyrm5","Fam118a","Rbbp6"
"15000","Sars2","7-Mar","Ifnar1","Gm561","Unc45b"
"15001","Mesp1","Hao1","Haus7","Dynap","Tsc1"
"15002","Tdrd6","Nsun4","Wdr25","Cadps","Vti1a"
"15003","Zc2hc1c","Hoxa4","Pnrc1","Sucla2","Rnf123"
"15004","Ubxn11","Cenpo","Olfr212","Sepw1","Ctso"
"15005","Mettl4","Arhgap40","Fbxo34","Fadd","Extl3"
"15006","Sfrs18","Stard4","Samd8","Plch1","Raet1e"
"15007","Usb1","Zfp707","Abcc5","L3mbtl2","Wdr35"
"15008","Sgsm3","Fchsd2","Palm2","Clspn","Ppt1"
"15009","Anks6","Rusc2","Tmc2","ENSMUSG00000064367","Zfp235"
"15010","Gm5796","Tubb2a","C3ar1","Nr1h2","Smarcc1"
"15011","Prim2","Alk","Bbip1","Hpgd","Mmachc"
"15012","Nps","Myl7","Rwdd1","Klhdc2","Tbc1d8b"
"15013","Depdc5","1700019N19Rik","Mtl5","Atp10b","Vsx1"
"15014","Il10","Rlbp1","Rogdi","Celf4","C2cd5"
"15015","Zfp518a","Olfr23","Lgi1","Morn1","Chit1"
"15016","7-Sep","Gm14474","Nceh1","Mlec","Uba5"
"15017","Fat4","Olfr111","Gas2","Fam58b","Nrip3"
"15018","Orai1","Nanos2","D2Wsu81e","Fjx1","Ercc6"
"15019","1700092M07Rik","Vmn2r34","Ch25h","Mfrp","Fdx1"
"15020","Dleu7","4930529M08Rik","Arl6ip4","Asb8","2810459M11Rik"
"15021","Gal3st3","Pdc","Hbq1a","Gpr160","BC017643"
"15022","Mrap2","Uty","Bhmt2","Matn3","Usp13"
"15023","Fabp6","Fam154a","Nat14","Synj2bp","Fosb"
"15024","Nkain4","Olfr450","Pkhd1l1","1100001G20Rik","Stxbp4"
"15025","BC089491","1700019B03Rik","Celf2","4932418E24Rik","Map3k10"
"15026","Fktn","Spatc1","Zfp74","Dhrs9","Lce3f"
"15027","Lyz1","Gpr25","Rtn1","Mapk12","Mab21l2"
"15028","Ceacam12","Apoa5","Vps53","D030056L22Rik","Ptpn2"
"15029","Tcam1","Mmp1b","Ppp1r32","Adcyap1","Zfp334"
"15030","Fhl4","Dkk4","Col4a2","Ext1","Slc41a1"
"15031","Syn1","Itm2c","Ankrd66","Srcrb4d","Plekho2"
"15032","Ift122","Efna2","Serpinb2","Gpr81","1110038F14Rik"
"15033","CK137956","Tnfrsf17","Ptchd4","Atp6v1b1","Fcamr"
"15034","Rp2h","Tmc6","Mafk","Tph1","Cdc42se1"
"15035","Gm5797","Dpp9","Lmf1","Srl","Pld4"
"15036","Mief1","4933427G17Rik","Cab39","Them6","Rab2b"
"15037","Zbtb8b","Stard3nl","Cul5","Eif3j2","Prkag3"
"15038","Rex2","Smarca4","Ppp4r2","Mettl21d","Zfp605"
"15039","Tfb1m","Commd6","Ttc4","Smarcb1","Ptcd3"
"15040","Fbxo36","Vimp","Zfp112","Nalcn","Zbtb7b"
"15041","Tmem37","Slc35g1","Irak1bp1","Pramel7","Ubr2"
"15042","Zbtbd6","Cux2","Cdh7","Mitd1","Fam196b"
"15043","Gtf3c6","Lrig2","Svop","Slc25a11","Agl"
"15044","Vhl","Adam23","Sall3","Tmco1","Lmbrd1"
"15045","Krtap19-9b","Pde8a","9230104L09Rik","Nipal4","Cd200r1"
"15046","Gm5538","Dclk3","Calcoco2","Aebp1","Pus7l"
"15047","Plat","Pigs","Slc30a3","Cep85","Hhip"
"15048","Eif2ak2","Rrnad1","Trim31","Lmo2","Cct8l1"
"15049","Rbfox3","Safb","Zfp804a","Iffo2","Mettl1"
"15050","Dmap1","Spice1","Asmt","Ophn1","Elavl1"
"15051","Actn1","Nps","Otor","Asb1","Sncb"
"15052","Nckipsd","Mst1","Hils1","Dlg3","Apba3"
"15053","Fam214b","Pde12","Tdpoz4","Ttbk1","Shoc2"
"15054","Gnal","Spef1","Ubl4b","Slc48a1","Top3a"
"15055","Hus1b","Aadacl2","Akap4","Mrps5","Cdca7"
"15056","Tmem212","Zkscan16","Grm2","Chchd3","Tpsb2"
"15057","Ighv6-5","Msrb1","Fhit","Pcyt1a","Mmel1"
"15058","Slitrk5","Unc13b","Tmem80","Tnnt3","Cebpz"
"15059","Taok1","Fam151b","Ubxn2a","Rapgef3","Usp9x"
"15060","Sco1","Gm13288","Hoxd9","Urod","Lyrm7"
"15061","Tmsb4x","Scnn1b","Hif1a","Spag4","Ces1d"
"15062","Ccdc134","Mrpl39","Zbtb33","Gng7","Poldip2"
"15063","Dzip1","Ldlrad4","4930511M11Rik","Pdf","Lrrc16b"
"15064","Cdk2ap1","Clca4","Nol11","Ctdsp1","Lamtor3"
"15065","Alpi","Xkr4","Fignl2","Sirt7","Zfp458"
"15066","Hormad2","Prrx1","Ercc8","Glt1d1","Psme1"
"15067","Pop7","Psd2","Tgm2","Hnrnpd","Mcm10"
"15068","Sumo1","Gprasp2","Gatc","Tmem143","Narf"
"15069","Btn2a2","Dpep2","Skint4","Tmem141","Tmem213"
"15070","Papl","Dpcr1","Fuom","B020004C17Rik","Extl2"
"15071","4930503B20Rik","Styxl1","Sirt6","Itgb4","Rfx1"
"15072","Srsf4","Armc4","B230219D22Rik","Itpr2","Ankle1"
"15073","Mfsd11","Gm10229","Epha1","Thbs2","Zfp282"
"15074","Tbx22","Prepl","Ints9","Crygn","Aktip"
"15075","Cdh9","G6pc3","Cacna2d4","Ckm","Arhgap26"
"15076","Impad1","Srpk3","Oat","Lrpap1","Prr16"
"15077","Epm2aip1","Timp4","Nr4a1","Pydc4","Col11a1"
"15078","Sv2a","Krtap20-2","Cyp2d22","Traf3ip1","Oma1"
"15079","Pin1","Rnd3","Nfatc2","Lfng","Chst7"
"15080","Tecrl","Arnt2","2010107G12Rik","Cyp2c44","Rasl10b"
"15081","Actr10","Armc10","Pde7b","Rspry1","Efcab4b"
"15082","Zfp566","Myc","Wdr41","Ubd","Zfp608"
"15083","Nat2","Cyp2j13","Micu1","Pygm","Ncln"
"15084","Slu7","1110032A03Rik","Supt6","Dhrs11","Agfg2"
"15085","Ret","Dnal1","Rarres2","Gm11710","Mrpl30"
"15086","C1qtnf5","Rufy1","Rtcb","Cd5","Baz2b"
"15087","Tmem207","Tmem201","Atf1","Apbb3","Pdhx"
